p(1|0000000000),0.018144649
p(1|0000000001),0.13575193
p(1|0000000010),0.083676174
p(1|0000000011),0.118108176
p(1|0000000100),0.116003364
p(1|0000000101),0.06506536
p(1|0000000110),0.0950489
p(1|0000000111),0.019421218
p(1|0000001000),0.10112881
p(1|0000001001),0.16595313
p(1|0000001010),0.06652914
p(1|0000001011),0.39100704
p(1|0000001100),0.21585515
p(1|0000001101),0.039585352
p(1|0000001110),0.4775044
p(1|0000001111),0.050484844
p(1|0000010000),0.06277404
p(1|0000010001),0.0882443
p(1|0000010010),0.05696027
p(1|0000010011),0.92445517
p(1|0000010100),0.038095035
p(1|0000010101),0.08895058
p(1|0000010110),0.0356322
p(1|0000010111),0.3938448
p(1|0000011000),0.22066545
p(1|0000011001),0.052066896
p(1|0000011010),0.08761676
p(1|0000011011),0.13227902
p(1|0000011100),0.0438106
p(1|0000011101),0.01468879
p(1|0000011110),0.32888812
p(1|0000011111),0.08474905
p(1|0000100000),0.102446325
p(1|0000100001),0.045933753
p(1|0000100010),0.030348822
p(1|0000100011),0.06932705
p(1|0000100100),0.015873978
p(1|0000100101),0.8760096
p(1|0000100110),0.25728917
p(1|0000100111),0.9873604
p(1|0000101000),0.1990142
p(1|0000101001),0.112758614
p(1|0000101010),0.013274056
p(1|0000101011),0.19041671
p(1|0000101100),0.034343313
p(1|0000101101),0.17526479
p(1|0000101110),0.3417107
p(1|0000101111),0.7786096
p(1|0000110000),0.0236255
p(1|0000110001),0.0051990096
p(1|0000110010),0.0045010243
p(1|0000110011),0.0058017126
p(1|0000110100),0.023340467
p(1|0000110101),0.02917013
p(1|0000110110),0.009623194
p(1|0000110111),0.61348146
p(1|0000111000),0.039403517
p(1|0000111001),0.038218282
p(1|0000111010),0.016413327
p(1|0000111011),0.009108437
p(1|0000111100),0.0062091025
p(1|0000111101),0.014685345
p(1|0000111110),0.10033966
p(1|0000111111),0.04669362
p(1|0001000000),0.1363011
p(1|0001000001),0.048283167
p(1|0001000010),0.10585095
p(1|0001000011),0.014282645
p(1|0001000100),0.33958915
p(1|0001000101),0.15496291
p(1|0001000110),0.9915759
p(1|0001000111),0.7891821
p(1|0001001000),0.12916568
p(1|0001001001),0.36301324
p(1|0001001010),0.75189114
p(1|0001001011),0.9972179
p(1|0001001100),0.07784992
p(1|0001001101),0.9990281
p(1|0001001110),0.910108
p(1|0001001111),0.9953302
p(1|0001010000),0.09908625
p(1|0001010001),0.035190053
p(1|0001010010),0.015855098
p(1|0001010011),0.017272782
p(1|0001010100),0.18772736
p(1|0001010101),0.21288064
p(1|0001010110),0.065881684
p(1|0001010111),0.96663094
p(1|0001011000),0.37921497
p(1|0001011001),0.30828515
p(1|0001011010),0.030413484
p(1|0001011011),0.57228774
p(1|0001011100),0.19270724
p(1|0001011101),0.47090724
p(1|0001011110),0.43369
p(1|0001011111),0.9993222
p(1|0001100000),0.19328947
p(1|0001100001),0.037302934
p(1|0001100010),0.0141936755
p(1|0001100011),0.0032647343
p(1|0001100100),0.30233684
p(1|0001100101),0.23727159
p(1|0001100110),0.7498824
p(1|0001100111),0.7463563
p(1|0001101000),0.08841312
p(1|0001101001),0.018434936
p(1|0001101010),0.02105156
p(1|0001101011),0.039978895
p(1|0001101100),0.017313087
p(1|0001101101),0.5032239
p(1|0001101110),0.13987537
p(1|0001101111),0.999108
p(1|0001110000),0.97564846
p(1|0001110001),0.6400413
p(1|0001110010),0.0017739816
p(1|0001110011),0.0006530073
p(1|0001110100),0.9443736
p(1|0001110101),0.6299721
p(1|0001110110),0.012802494
p(1|0001110111),0.25774407
p(1|0001111000),0.300156
p(1|0001111001),0.20726456
p(1|0001111010),0.0038360225
p(1|0001111011),0.00019794474
p(1|0001111100),0.73366773
p(1|0001111101),0.35438937
p(1|0001111110),0.022167917
p(1|0001111111),0.24119776
p(1|0010000000),0.088113
p(1|0010000001),0.08189331
p(1|0010000010),0.5192108
p(1|0010000011),0.05917524
p(1|0010000100),0.504235
p(1|0010000101),0.012824678
p(1|0010000110),0.8176133
p(1|0010000111),0.0055264337
p(1|0010001000),0.053349312
p(1|0010001001),0.02271459
p(1|0010001010),0.89615995
p(1|0010001011),0.054072645
p(1|0010001100),0.6264488
p(1|0010001101),0.99800175
p(1|0010001110),0.9996302
p(1|0010001111),0.9958603
p(1|0010010000),0.39233673
p(1|0010010001),0.2984966
p(1|0010010010),0.87088907
p(1|0010010011),0.96736866
p(1|0010010100),0.91379243
p(1|0010010101),0.99344134
p(1|0010010110),0.9728636
p(1|0010010111),0.98397404
p(1|0010011000),0.055871688
p(1|0010011001),0.79676455
p(1|0010011010),0.87434757
p(1|0010011011),0.9985464
p(1|0010011100),0.95878977
p(1|0010011101),0.99864155
p(1|0010011110),0.88755774
p(1|0010011111),0.9986829
p(1|0010100000),0.38628912
p(1|0010100001),0.15832688
p(1|0010100010),0.15459982
p(1|0010100011),0.049872257
p(1|0010100100),0.47156593
p(1|0010100101),0.0798543
p(1|0010100110),0.9947525
p(1|0010100111),0.5907625
p(1|0010101000),0.18393506
p(1|0010101001),0.39624366
p(1|0010101010),0.5096526
p(1|0010101011),0.9527609
p(1|0010101100),0.010752936
p(1|0010101101),0.99896944
p(1|0010101110),0.9361287
p(1|0010101111),0.99977833
p(1|0010110000),0.50212115
p(1|0010110001),0.35589892
p(1|0010110010),0.88723403
p(1|0010110011),0.90073246
p(1|0010110100),0.8285147
p(1|0010110101),0.7913573
p(1|0010110110),0.99772483
p(1|0010110111),0.9988361
p(1|0010111000),0.14524853
p(1|0010111001),0.5486489
p(1|0010111010),0.9454764
p(1|0010111011),0.9999025
p(1|0010111100),0.7885434
p(1|0010111101),0.9836556
p(1|0010111110),0.88020426
p(1|0010111111),0.99685186
p(1|0011000000),0.028530061
p(1|0011000001),0.012167046
p(1|0011000010),0.07430859
p(1|0011000011),0.0035976274
p(1|0011000100),0.37161952
p(1|0011000101),0.022872593
p(1|0011000110),0.5113246
p(1|0011000111),0.0073098573
p(1|0011001000),0.02482353
p(1|0011001001),0.04089442
p(1|0011001010),0.7030555
p(1|0011001011),0.15980889
p(1|0011001100),0.00458864
p(1|0011001101),0.99389243
p(1|0011001110),0.97694844
p(1|0011001111),0.9955693
p(1|0011010000),0.0052649784
p(1|0011010001),0.017727206
p(1|0011010010),0.96271074
p(1|0011010011),0.23986785
p(1|0011010100),0.20772916
p(1|0011010101),0.41001976
p(1|0011010110),0.999796
p(1|0011010111),0.9916626
p(1|0011011000),0.0093697645
p(1|0011011001),0.40405476
p(1|0011011010),0.54208964
p(1|0011011011),0.99985516
p(1|0011011100),0.8521178
p(1|0011011101),0.9916202
p(1|0011011110),0.9227967
p(1|0011011111),0.99924266
p(1|0011100000),0.0044463403
p(1|0011100001),0.0006539346
p(1|0011100010),0.06078767
p(1|0011100011),0.0015614021
p(1|0011100100),0.08325488
p(1|0011100101),0.020056257
p(1|0011100110),0.829209
p(1|0011100111),0.08053853
p(1|0011101000),0.67489964
p(1|0011101001),0.6885428
p(1|0011101010),0.56835675
p(1|0011101011),0.71607715
p(1|0011101100),0.026019292
p(1|0011101101),0.45683163
p(1|0011101110),0.06952539
p(1|0011101111),0.98881334
p(1|0011110000),0.49840716
p(1|0011110001),0.08149769
p(1|0011110010),0.009268289
p(1|0011110011),0.0021403101
p(1|0011110100),0.39239103
p(1|0011110101),0.044832405
p(1|0011110110),0.46635422
p(1|0011110111),0.45196915
p(1|0011111000),0.6530511
p(1|0011111001),0.7468612
p(1|0011111010),0.82547545
p(1|0011111011),0.97610813
p(1|0011111100),0.025541693
p(1|0011111101),0.11042936
p(1|0011111110),0.89058924
p(1|0011111111),0.9996
p(1|0100000000),0.10623399
p(1|0100000001),0.26846707
p(1|0100000010),0.15444888
p(1|0100000011),0.7940358
p(1|0100000100),0.23213306
p(1|0100000101),0.4102888
p(1|0100000110),0.010843103
p(1|0100000111),0.39479476
p(1|0100001000),0.0028365673
p(1|0100001001),0.16278173
p(1|0100001010),0.00021131238
p(1|0100001011),0.110960566
p(1|0100001100),0.033938337
p(1|0100001101),0.6327099
p(1|0100001110),0.0026122709
p(1|0100001111),0.04499332
p(1|0100010000),0.01932989
p(1|0100010001),0.7713575
p(1|0100010010),0.0012715826
p(1|0100010011),0.2918042
p(1|0100010100),0.14089784
p(1|0100010101),0.5302454
p(1|0100010110),0.004190832
p(1|0100010111),0.5961011
p(1|0100011000),0.00025226586
p(1|0100011001),0.008389318
p(1|0100011010),3.6840196e-05
p(1|0100011011),0.004044528
p(1|0100011100),0.18887565
p(1|0100011101),0.84601223
p(1|0100011110),0.0933829
p(1|0100011111),0.83341575
p(1|0100100000),0.000628826
p(1|0100100001),0.09097399
p(1|0100100010),0.00023506142
p(1|0100100011),0.049255975
p(1|0100100100),0.030298883
p(1|0100100101),0.5664832
p(1|0100100110),0.0061504706
p(1|0100100111),0.8610019
p(1|0100101000),0.0002790353
p(1|0100101001),0.67565674
p(1|0100101010),0.0005998133
p(1|0100101011),0.975657
p(1|0100101100),0.047016848
p(1|0100101101),0.6235512
p(1|0100101110),0.0019259197
p(1|0100101111),0.3459167
p(1|0100110000),0.13785456
p(1|0100110001),0.5116167
p(1|0100110010),0.0010596056
p(1|0100110011),0.7944749
p(1|0100110100),0.2518719
p(1|0100110101),0.34827965
p(1|0100110110),0.0009572323
p(1|0100110111),0.5209924
p(1|0100111000),0.0017545024
p(1|0100111001),0.027019085
p(1|0100111010),8.8190325e-05
p(1|0100111011),0.0010661178
p(1|0100111100),0.18213737
p(1|0100111101),0.81082624
p(1|0100111110),0.010656995
p(1|0100111111),0.4109348
p(1|0101000000),0.015949076
p(1|0101000001),0.36559263
p(1|0101000010),0.001878285
p(1|0101000011),0.10641813
p(1|0101000100),0.015859941
p(1|0101000101),0.5264203
p(1|0101000110),0.0019562386
p(1|0101000111),0.28096065
p(1|0101001000),0.0007976359
p(1|0101001001),0.54093945
p(1|0101001010),0.00039703766
p(1|0101001011),0.8950018
p(1|0101001100),0.0042246655
p(1|0101001101),0.8499476
p(1|0101001110),0.0032014684
p(1|0101001111),0.22349264
p(1|0101010000),0.030269854
p(1|0101010001),0.48896134
p(1|0101010010),0.0016925908
p(1|0101010011),0.18072765
p(1|0101010100),0.09794203
p(1|0101010101),0.55868685
p(1|0101010110),0.0026243534
p(1|0101010111),0.072317444
p(1|0101011000),0.00025078907
p(1|0101011001),0.52341545
p(1|0101011010),0.003082275
p(1|0101011011),0.99467295
p(1|0101011100),0.33780357
p(1|0101011101),0.94237894
p(1|0101011110),0.00010839817
p(1|0101011111),0.0015311795
p(1|0101100000),0.00042831557
p(1|0101100001),0.6345122
p(1|0101100010),0.003968975
p(1|0101100011),0.9916574
p(1|0101100100),0.028690716
p(1|0101100101),0.5126091
p(1|0101100110),0.00359446
p(1|0101100111),0.56884956
p(1|0101101000),0.00030291418
p(1|0101101001),0.96923816
p(1|0101101010),0.005125849
p(1|0101101011),0.99878556
p(1|0101101100),0.079843946
p(1|0101101101),0.18748693
p(1|0101101110),0.04707946
p(1|0101101111),0.4992723
p(1|0101110000),0.94416726
p(1|0101110001),0.8393682
p(1|0101110010),0.0033146588
p(1|0101110011),0.48582053
p(1|0101110100),0.47785237
p(1|0101110101),0.3079343
p(1|0101110110),0.02525436
p(1|0101110111),0.9564819
p(1|0101111000),0.008210656
p(1|0101111001),0.37861255
p(1|0101111010),0.00073241367
p(1|0101111011),0.058902353
p(1|0101111100),0.69940364
p(1|0101111101),0.6874566
p(1|0101111110),0.008041042
p(1|0101111111),0.4324975
p(1|0110000000),0.005695647
p(1|0110000001),0.007933931
p(1|0110000010),0.9285319
p(1|0110000011),0.17045552
p(1|0110000100),0.3874824
p(1|0110000101),0.011756251
p(1|0110000110),0.975151
p(1|0110000111),0.028848467
p(1|0110001000),0.0023071647
p(1|0110001001),0.004656818
p(1|0110001010),0.15031628
p(1|0110001011),0.0056990916
p(1|0110001100),0.2792468
p(1|0110001101),0.0037914612
p(1|0110001110),0.92112845
p(1|0110001111),0.008144426
p(1|0110010000),0.01955039
p(1|0110010001),0.035625767
p(1|0110010010),0.6509958
p(1|0110010011),0.067116305
p(1|0110010100),0.08308572
p(1|0110010101),0.019073017
p(1|0110010110),0.9789701
p(1|0110010111),0.01950065
p(1|0110011000),0.031503353
p(1|0110011001),0.0074160816
p(1|0110011010),0.43629166
p(1|0110011011),0.055743434
p(1|0110011100),0.13064803
p(1|0110011101),0.14619148
p(1|0110011110),0.94578564
p(1|0110011111),0.17499696
p(1|0110100000),0.023035407
p(1|0110100001),0.56321263
p(1|0110100010),0.468951
p(1|0110100011),0.9831055
p(1|0110100100),0.28556842
p(1|0110100101),0.78686035
p(1|0110100110),0.9839792
p(1|0110100111),0.5421476
p(1|0110101000),0.48524612
p(1|0110101001),0.99950445
p(1|0110101010),0.96156716
p(1|0110101011),0.9998975
p(1|0110101100),0.87194717
p(1|0110101101),0.9551361
p(1|0110101110),0.51762855
p(1|0110101111),0.9676494
p(1|0110110000),0.042499658
p(1|0110110001),0.41235757
p(1|0110110010),0.80461925
p(1|0110110011),0.99254346
p(1|0110110100),0.9920678
p(1|0110110101),0.9980848
p(1|0110110110),0.9973163
p(1|0110110111),0.99862885
p(1|0110111000),0.7952047
p(1|0110111001),0.97635275
p(1|0110111010),0.97922665
p(1|0110111011),0.9981918
p(1|0110111100),0.7791825
p(1|0110111101),0.9724734
p(1|0110111110),0.9051391
p(1|0110111111),0.99986684
p(1|0111000000),0.49836102
p(1|0111000001),0.24396166
p(1|0111000010),0.70620424
p(1|0111000011),0.11530713
p(1|0111000100),0.5470258
p(1|0111000101),0.09350385
p(1|0111000110),0.84205854
p(1|0111000111),0.032302026
p(1|0111001000),0.03992238
p(1|0111001001),0.007406992
p(1|0111001010),0.5417282
p(1|0111001011),0.01964908
p(1|0111001100),0.059385963
p(1|0111001101),0.0022345008
p(1|0111001110),0.94607997
p(1|0111001111),0.0054185386
p(1|0111010000),0.0030345095
p(1|0111010001),0.018883836
p(1|0111010010),0.9933555
p(1|0111010011),0.7702742
p(1|0111010100),0.12413076
p(1|0111010101),0.6311501
p(1|0111010110),0.9997975
p(1|0111010111),0.99949384
p(1|0111011000),0.0053332653
p(1|0111011001),0.1591965
p(1|0111011010),0.3342034
p(1|0111011011),0.99996006
p(1|0111011100),0.3566728
p(1|0111011101),0.97774404
p(1|0111011110),0.9071957
p(1|0111011111),0.999448
p(1|0111100000),0.01567708
p(1|0111100001),0.009762981
p(1|0111100010),0.33407345
p(1|0111100011),0.19613741
p(1|0111100100),0.0051910966
p(1|0111100101),0.03558833
p(1|0111100110),0.8890278
p(1|0111100111),0.16532926
p(1|0111101000),0.07886521
p(1|0111101001),0.30932915
p(1|0111101010),0.584252
p(1|0111101011),0.7528498
p(1|0111101100),0.6015672
p(1|0111101101),0.9323367
p(1|0111101110),0.99606603
p(1|0111101111),0.7733079
p(1|0111110000),0.04491052
p(1|0111110001),0.25124916
p(1|0111110010),0.9938444
p(1|0111110011),0.9868035
p(1|0111110100),0.9672693
p(1|0111110101),0.99350727
p(1|0111110110),0.9998932
p(1|0111110111),0.99992764
p(1|0111111000),0.93888944
p(1|0111111001),0.95530754
p(1|0111111010),0.98269814
p(1|0111111011),0.9881187
p(1|0111111100),0.7463177
p(1|0111111101),0.92700446
p(1|0111111110),0.9342058
